ID,LATITUDE,LONGITUDE
8727293,28.8000,-82.6033
8727333,28.8700,-82.7233
8727348,28.9050,-82.6383
8727411,29.0300,-82.7133
8727512,29.3983,-83.0233
8727577,29.3283,-83.1517
8727695,29.6717,-83.3900
8727809,29.8450,-83.6217
8727956,30.0533,-83.9100
8728151,30.1550,-84.2033
8728255,29.9117,-84.3650
8728262,29.9767,-84.3750
8728351,30.0050,-84.4717
8728408,29.8100,-84.5850
8728486,29.7667,-84.7000
8728552,29.6917,-84.7917
8728669,29.6133,-84.9583
8728711,29.7633,-85.0333
8728786,29.7067,-85.1533
8728941,30.0033,-85.3483
8728957,29.9967,-85.3700
8728995,29.9483,-85.4250
8729022,29.9700,-85.4800
8729052,30.0250,-85.5417
8729083,30.1000,-85.6117
8729101,30.2833,-85.6467
8729107,30.1517,-85.6600
8729119,30.0950,-85.6850
8729149,30.1300,-85.7433
8729155,30.1583,-85.7683
8729189,30.1867,-85.8333
8729329,30.3967,-86.0883
8729364,30.4883,-86.2050
8729387,30.4867,-86.2533
8729501,30.5033,-86.4933
8729538,30.4350,-86.5867
8729567,30.4283,-86.6317
8729678,30.3767,-86.8650
8729702,30.4500,-86.9183
8729753,30.6367,-87.0283
8729793,30.5450,-87.1033
8729816,30.5150,-87.1617
8729849,30.4017,-87.2517
8729871,30.3750,-87.2767
8729905,30.4183,-87.3567
8729941,30.3869,-87.4288
8729962,30.3933,-87.4250
8670424,32.1433,-81.1417
8672667,31.7933,-81.1817
8673381,31.6950,-81.2717
8674975,31.4867,-81.3200
8675761,31.3739,-81.3339
8677406,31.1446,-81.4968
8679511,30.7967,-81.5150
8679945,30.7267,-81.4767
9044020,42.0909,-83.1860
9044036,42.2989,-83.0926
9063020,42.8774,-78.8905
9063038,42.1540,-80.0925
9063075,41.3826,-82.5144
9063087,41.8983,-83.3617
9075002,43.1404,-82.4939
9075035,43.6404,-83.8468
9075080,45.7779,-84.7253
9087010,44.7667,-85.6250
9087031,42.7681,-86.2012
9087057,43.0020,-87.8876
9087068,44.4640,-87.5010
9087078,44.5400,-88.0083
9087096,45.9699,-85.8715
9052000,44.1302,-76.3320
9052076,43.3384,-78.7273
9034051,42.4350,-82.8717
9099004,46.4845,-84.6309
9099018,46.5456,-87.3791
9099064,46.7757,-92.0920
9063007,43.0999,-79.0599
9063012,43.0769,-79.0139
9014070,42.6210,-82.5269
9014084,42.9067,-82.4667
9014091,42.9747,-82.4188
9014099,43.0056,-82.4222
8311030,44.7029,-75.4944
9076024,46.2648,-84.1912
9076032,46.4847,-84.3010
9076060,46.5010,-84.3403
1611347,21.9033,-159.5920
1612366,21.3300,-157.9670
1612480,21.4331,-157.7900
1615680,20.8950,-156.4767
2431000,-7.2900,72.3933
8760412,29.2050,-89.0367
8760551,28.9900,-89.1400
8760721,29.1783,-89.2583
8760783,29.0567,-89.3083
8760922,28.9322,-89.4075
8761193,29.3900,-89.5950
8761305,29.8681,-89.6732
8761414,29.3717,-89.7517
8761484,29.4567,-89.8000
8761529,29.9450,-89.8350
8761678,30.0067,-89.9367
8761720,29.2550,-89.9683
8761742,29.3183,-89.9800
8761826,29.2100,-90.0400
8761955,29.9329,-90.1355
8761993,30.3783,-90.1600
8762084,29.2483,-90.2117
8762231,29.7717,-90.2900
8762419,30.2850,-90.4017
8762525,29.4167,-90.4467
8762731,29.4283,-90.5567
8762928,29.2450,-90.6617
8763153,29.2350,-90.7800
8763986,29.6933,-91.2100
8764101,29.4733,-91.2667
8764256,29.3333,-91.3533
8764361,29.5733,-91.4200
8765148,29.8372,-91.8375
8765258,29.7117,-91.8783
8767961,30.1903,-93.3007
8410140,44.9046,-66.9829
8410834,45.1284,-67.1447
8411250,44.6417,-67.2967
8413801,44.5350,-68.4217
8414612,44.7850,-68.7667
8414721,44.4717,-68.8133
8414856,44.1267,-68.8733
8415490,44.1050,-69.1017
8416921,44.0000,-69.6667
8417144,44.3200,-69.7703
8417227,43.9250,-69.8150
8417881,43.7217,-70.1417
8417988,43.6700,-70.2000
8418015,43.7317,-70.2050
8418268,43.6417,-70.2850
8418828,43.4917,-70.4467
8419399,43.1667,-70.5933
8419751,42.9883,-70.6183
8570255,38.3417,-75.0850
8570283,38.3283,-75.0917
8570536,38.2150,-75.1917
8570691,38.1389,-75.1835
8571091,37.9767,-75.8633
8571214,38.0683,-76.0967
8571351,38.1717,-75.9450
8571421,38.2200,-76.0383
8571519,38.2967,-76.2050
8571616,38.3650,-75.6067
8571890,38.5750,-76.0717
8571979,38.7650,-76.3283
8572467,38.8367,-76.3733
8572955,39.0317,-76.3017
8573349,39.2450,-75.9250
8573903,39.5033,-75.9167
8574070,39.5367,-76.0900
8574680,39.2667,-76.5783
8574821,39.2083,-76.5333
8574931,39.1633,-76.5267
8575512,38.9833,-76.4816
8576363,38.7000,-76.5333
8577330,38.3167,-76.4517
8578240,38.1333,-76.5333
8440273,42.8383,-70.9083
8440466,42.8150,-70.8733
8441551,42.6583,-70.6150
8441841,42.6100,-70.6600
8443187,42.4583,-70.9433
8443970,42.3548,-71.0534
8444788,42.2483,-70.9667
8446121,42.0496,-70.1822
8447173,41.7750,-70.5350
8447241,41.7517,-70.1550
8447277,41.7417,-70.6583
8447355,41.7150,-70.6167
8447386,41.7043,-71.1641
8447495,41.6683,-70.0567
8447506,41.6650,-70.0650
8447685,41.6050,-70.6517
8447842,41.5383,-70.9283
8448157,41.4583,-70.6000
8448251,41.4483,-70.8567
8448558,41.3883,-70.5117
8449130,41.2850,-70.0967
8740166,30.4130,-88.4027
8740448,30.3867,-88.4400
8741196,30.3400,-88.5333
8741533,30.3679,-88.5630
8742221,30.2383,-88.6667
8743081,30.3867,-88.7733
8743301,30.4300,-88.8000
8743735,30.3900,-88.8567
8744117,30.4117,-88.9033
8744663,30.4417,-88.9733
8744934,30.4350,-89.0083
8745555,30.4317,-89.0817
8746487,30.3967,-89.2000
8746819,30.3100,-89.2450
8747038,30.3583,-89.2733
8747398,30.3733,-89.3217
8747766,30.2817,-89.3667
8747961,30.3983,-89.3850
8748145,30.3333,-89.4167
8748469,30.3217,-89.4533
8420411,43.1983,-70.8683
8423635,43.0900,-70.7633
8530095,40.9450,-73.9183
8530345,40.8683,-74.1117
8530464,40.8283,-74.0800
8530531,40.8050,-74.0533
8530586,40.7933,-74.0917
8530696,40.7517,-74.0967
8530802,40.7167,-74.0317
8531077,40.5983,-74.2317
8531223,40.4533,-74.2733
8531369,40.4167,-74.3633
8531526,40.4333,-74.2183
8531630,40.4317,-74.0850
8531712,40.3967,-73.9817
8531833,40.3550,-74.0650
8531991,40.3033,-73.9767
8532339,40.1867,-74.0267
8532591,40.1017,-74.0350
8532715,40.0617,-74.0617
8532786,40.0367,-74.0533
8532921,39.9967,-74.1483
8533055,39.9483,-74.1150
8533141,39.9183,-74.1100
8533345,39.8517,-74.0883
8533465,39.8083,-74.1883
8533542,39.7917,-74.1817
8533665,39.7450,-74.2017
8533862,39.6750,-74.1600
8533935,39.6533,-74.1850
8533987,39.6317,-74.2967
8534044,39.6133,-74.2633
8534080,39.6017,-74.3417
8534139,39.5767,-74.3317
8534244,39.5400,-74.3867
8534319,39.5083,-74.3250
8534468,39.4483,-74.7283
8534540,39.4233,-74.5000
8534691,39.3683,-74.7167
8534770,39.3350,-74.4767
8534774,39.2900,-74.3750
8534780,39.3367,-74.5933
8534836,39.3083,-74.5333
8534885,39.2917,-74.7500
8535101,39.2150,-74.6483
8535309,39.1467,-74.7500
8535419,39.1100,-74.7383
8535555,39.0650,-74.8083
8535695,39.0183,-74.8417
8535835,38.9750,-74.8233
8535902,38.9467,-74.9133
8536110,38.9683,-74.9600
8536551,39.1183,-74.8683
8536736,39.1783,-74.8517
8536780,39.2000,-75.0200
8536831,39.2933,-75.1333
8536849,39.2167,-75.1033
8536889,39.2300,-75.0367
8536935,39.2500,-75.1283
8537052,39.2850,-75.2383
8537101,39.2983,-75.2467
8537121,39.3050,-75.3750
8537242,39.3433,-75.0083
8537363,39.3817,-75.4067
8537488,39.4217,-75.4283
8537562,39.4617,-75.4033
8537667,39.4583,-75.4950
8537753,39.5050,-75.4833
8537889,39.5483,-75.4150
8538055,39.6100,-75.5200
8538231,39.6833,-75.5100
8538414,39.7833,-75.4067
8538479,39.8150,-75.0883
8538552,39.8500,-75.2500
8538779,39.9617,-75.0983
8538853,39.9933,-75.0283
8538921,40.0283,-74.9317
8539494,40.1383,-74.7117
8510321,41.0717,-71.8567
8510719,41.2567,-72.0300
8511629,41.0033,-72.2967
8512354,40.8367,-72.4800
8512671,40.8200,-72.5617
8512987,40.9817,-72.6450
8513825,40.7383,-72.8683
8514560,40.9500,-73.0767
8515186,40.6267,-73.2600
8515921,40.9100,-73.4317
8516299,40.9033,-73.5500
8516607,40.8346,-73.6524
8516663,40.5963,-73.6551
8516891,40.6350,-73.7467
8517125,40.7983,-73.8133
8517251,40.7610,-73.8504
8517732,40.7067,-73.9750
8517847,40.7033,-73.9950
8518490,40.8933,-73.7817
8518639,40.8017,-73.9067
8518687,40.7583,-73.9583
8518750,40.7006,-74.0142
8518905,40.9033,-73.9167
8518951,41.7833,-73.9500
8519050,40.6120,-74.0599
8519483,40.6367,-74.1417
8651370,36.1833,-75.7467
8651817,36.0550,-76.6842
8652247,35.9033,-75.7700
8652587,35.7950,-75.5483
8652715,35.7567,-75.5317
8653305,35.5650,-75.7350
8653951,35.3501,-75.5120
8654467,35.2086,-75.7042
8655151,35.0200,-76.3100
8656084,34.8250,-76.6900
8656306,34.7683,-76.6717
8656483,34.7200,-76.6700
8656503,34.7150,-76.5783
8656566,34.7000,-76.7683
8656612,34.6867,-76.5333
8657419,34.4517,-77.4950
8658501,34.0567,-77.9400
8658622,34.0033,-77.9550
8658715,33.9617,-77.9400
8659084,33.9150,-78.0183
8659898,33.8817,-78.5100
8659960,33.8550,-78.5433
9431011,42.4216,-124.4187
9432771,43.3417,-124.3670
9432879,43.3767,-124.2970
9434098,44.0021,-124.1230
9435308,44.5933,-124.0080
9435385,44.6267,-124.0550
9436381,45.0479,-124.0073
9437540,45.5545,-123.9189
9438772,46.1242,-123.8043
9439026,46.1717,-123.8420
9439099,46.1600,-123.4050
9439201,45.8650,-122.7970
1619000,16.7383,-169.5300
1631428,13.4283,144.7970
1770000,-14.2800,-170.6900
1890000,19.2900,166.6180
8540433,39.8117,-75.4100
8542885,39.8783,-75.2767
8543111,39.8933,-75.2583
8545534,39.9533,-75.1383
8549424,40.1283,-74.8233
2627000,37.7350,-25.6733
8450768,41.4650,-71.1933
8450954,41.6183,-71.2033
8451552,41.6367,-71.2550
8452660,41.5050,-71.3267
8453201,41.4633,-71.3617
8453572,41.6667,-71.3783
8453999,41.4517,-71.4017
8454341,41.4600,-71.4283
8454658,41.4217,-71.4550
8455189,41.3817,-71.8317
8459338,41.1733,-71.5567
8459681,41.1633,-71.6100
9952000,-56.5083,-68.7150
8660098,33.8700,-78.5733
8660148,33.8583,-78.5700
8660265,33.8350,-78.6333
8660642,33.7667,-78.8150
8661000,33.6833,-78.8850
8661119,33.6017,-79.1183
8661347,33.5967,-79.0983
8661529,33.5517,-79.0367
8661593,33.5350,-79.3883
8661684,33.5117,-79.0683
8661989,33.4350,-79.1267
8662071,33.4117,-79.1350
8662299,33.3333,-79.1933
8662670,33.2450,-79.5217
8662793,33.2100,-79.3850
8662931,33.3667,-79.2550
8663219,33.1467,-79.3233
8663535,33.0950,-79.8083
8663665,33.0767,-79.8550
8663858,33.0400,-79.5600
8664515,32.9483,-79.9317
8664545,32.9267,-79.8300
8664611,32.9150,-79.7467
8664688,32.9067,-79.9350
8664801,32.8817,-79.6583
8664945,32.8600,-79.9383
8665099,32.8367,-80.0217
8665167,32.8267,-79.7867
8665387,32.7867,-79.7917
8665475,32.7867,-80.1050
8665530,32.7817,-79.9250
8665589,32.7700,-80.0633
8665641,32.7633,-80.0017
8665763,32.7467,-80.1650
8666102,32.7067,-79.9367
8666167,32.7000,-80.4267
8666283,32.6767,-80.0067
8666433,32.6683,-80.2933
8666652,32.6617,-79.9450
8666699,32.6467,-80.2567
8666775,32.6367,-80.2017
8667034,32.5900,-80.6300
8667074,32.6017,-80.5417
8667178,32.5850,-80.2283
8667259,32.5683,-80.5533
8667411,32.5733,-80.7450
8667623,32.5017,-80.3183
8667676,32.4933,-80.3400
8667783,32.4767,-80.4200
8667982,32.4400,-80.5533
8668146,32.4033,-80.4533
8668227,32.3917,-80.4383
8668498,32.3400,-80.4650
8668619,32.3217,-80.7917
8669103,32.2300,-80.8617
8669262,32.2000,-80.8150
8669601,32.1217,-80.8983
8770475,29.8667,-93.9300
8770570,29.7284,-93.8701
8770613,29.6817,-94.9850
8770733,29.7650,-95.0783
8770808,29.5947,-94.3903
8771013,29.4800,-94.9183
8771328,29.3650,-94.7800
8771450,29.3100,-94.7933
8771801,29.1667,-95.1250
8772132,29.0417,-95.1750
8772479,28.9333,-95.2833
8773156,28.6933,-96.2250
8773963,28.3333,-96.4617
8774770,28.0217,-97.0467
8775238,27.8383,-97.0517
8775283,27.8217,-97.2033
8775421,27.7050,-97.2800
8776139,27.4800,-97.3217
8777562,26.9417,-97.4583
8779040,26.3617,-97.3183
8779724,26.0783,-97.1700
8779750,26.0683,-97.1567
8779768,26.0517,-97.1817
8630111,37.9817,-75.3017
8630316,37.9033,-75.4067
8631542,37.3017,-75.7783
8632200,37.1652,-75.9884
8632837,37.5383,-76.0150
8633362,37.7633,-75.7733
8635027,38.3200,-77.0367
8635750,37.9961,-76.4644
8636580,37.6162,-76.2900
8636654,37.5833,-76.4183
8637289,37.3467,-76.2733
8637624,37.2467,-76.5000
8637722,37.2100,-76.2533
8638421,37.0567,-76.6683
8638445,37.4033,-76.9117
8638464,37.3150,-77.0983
8638489,37.2667,-77.3717
8638610,36.9467,-76.3300
8638863,36.9667,-76.1133
8638866,36.9667,-76.1133
8638888,36.9067,-76.0900
8638923,36.9017,-76.0617
8638978,36.8683,-76.0050
8639207,36.8317,-75.9733
8639348,36.7783,-76.3017
8639519,36.7100,-76.2683
9440083,45.6317,-122.6970
9440521,46.2017,-123.3850
9440572,46.2683,-124.0370
9440581,46.3000,-124.0000
9440910,46.7075,-123.9669
9441187,46.9683,-123.8530
9442861,48.2967,-124.6720
9443826,48.1617,-123.7250
9444900,48.1117,-122.7580
9445133,47.7483,-122.7270
9445296,47.6417,-122.8280
9445526,47.9183,-122.5450
9445938,47.5733,-122.5430
9446291,47.3783,-122.6340
9446491,47.2800,-122.6520
9446705,47.1800,-122.6750
9446807,47.0983,-122.8950
9447111,47.5850,-122.3600
9447114,47.5850,-122.3600
9447239,47.6883,-122.2580
9447717,48.0349,-122.2272
9447855,48.0267,-122.5350
9448043,48.1068,-122.3473
9448558,48.3917,-122.4970
9448614,48.4150,-122.6520
9448794,48.5183,-122.6200
9449292,48.7900,-122.7080
9449679,48.9917,-122.7650
9449747,48.6750,-123.0400
9449828,48.5817,-123.1700
9449896,48.4633,-122.9670
9449982,48.4467,-122.9000
9414750,-122.3,37.772
8534720,-74.418,39.357
9461380,-176.637,51.861
9014070,-82.527,42.621
9457804,-154.247,56.898
8311062,-75.934,44.331
8764227,-91.338,29.45
9455920,-149.89,61.238
9416841,-123.711,38.915
8575512,-76.479,38.983
8728690 ,-84.98,29.724
1630000,144.657,13.444
9439040,-123.768,46.207
8413320 ,-68.204,44.392
9461710,-174.173,52.232
9761115,-61.821,17.591
8518750,-74.014,40.701
8539094,-74.87,40.082
8546252,-75.079,39.98
2695540,-64.701,32.374
8656483,-76.671,34.717
8519483,-74.146,40.639
8443970,-71.05,42.355
8571421,-76.039,38.22
8720357,-81.692,30.192
8767961,-93.301,30.19
8720233,-81.523,30.393
8574680,-76.579,39.267
8447387,-71.174,41.704
8467150,-73.181,41.174
8555889,-75.113,38.987
9063020,-78.89,42.878
8762482,-90.42,29.789
8447930,-70.671,41.524
8571892,-76.069,38.574
8768094,-93.343,29.768
8761955,-90.135,29.933
8418150,-70.246,43.656
8638863,-76.114,36.967
9419750,-124.184,41.746
8411060 ,-67.205,44.657
9432780 ,-124.337,43.351
9751639,-64.92,18.335
8573927,-75.81,39.527
9751364,-64.699,17.748
8665530,-79.924,32.781
8638999,-76.007,36.926
9449424 ,-122.759,48.863
9752235,65.302,18.301
8536110,-74.96,38.968
9087044,-87.538,41.73
9063063,-81.637,41.542
8577018,-76.385,38.402
9449419,-122.756,48.86
8452944,-71.345,41.717
8575437,-76.388,38.995
9454050,-145.752,60.558
8638595,-76.339,36.888
8726724,-82.832,27.978
8551762,-75.589,39.582
