ID,LATITUDE,LONGITUDE
8741501,-88.567,30.356
8720219,-81.559,30.387
8638511,-76.424,36.962
9415141,-122.264,38.056
9075099,-83.898,45.993
8651370,-75.746,36.184
9099064,-92.092,46.776
9447130,-122.338,47.602
8764314,-91.384,29.373
9452634,-136.347,58.193
8771013,-94.917,29.481
9063038,-80.098,42.172
9752695,-65.471,18.094
9063053,-81.281,41.764
8772447,-95.302,28.943
8734673,-88.024,30.228
8725520,-81.871,26.647
8454000,-71.401,41.807
8670870,-80.903,32.035
8720030,-81.465,30.675
9449880,-123.012,48.545
8762484,-90.422,30.106
8447386,-71.164,41.704
8766072,-92.305,29.552
8447412,-71.18,41.696,
8574728,-76.528,39.219
8574729,-76.525,39.219
9014098,-82.422,43.007
9414290,-122.466,37.806
8720503,-81.634,29.982
9099090,-90.341,47.749
8761724,-89.958,29.265
8771341,-94.725,29.357
8771450,-94.792,29.311
9418767,-124.217,40.767
8654467,-75.704,35.209
9087031,-86.213,42.773
9075014,-82.643,43.846
9411406,-120.682,34.469
9410840,-118.5,34.008
9410172,-117.177,32.714
1617760,-155.056,19.73
9451600,-135.342,57.052
8658163,-77.786,34.213
9452210,-134.411,58.298
8720245,-81.612,30.354
9457292,-152.511,57.731
9450460,-131.625,55.331
9459881,-162.327,55.062
1615680,-156.469,20.895
8516945,-73.765,40.811
8632200,-75.988,37.165
1617433,-155.829,20.037
1820000,167.734,8.732
9087069,-87.496,44.465
8724580,-81.808,24.556
9751381,-64.724,18.318
9442396,-124.637,47.913
8767816,-93.222,30.224
9087023,-86.441,43.947
9410230,-117.257,32.867
8722670,-80.034,26.613
9414763,-122.281,37.795
9440422,-122.954,46.106
9075065,-83.429,45.063
9751401,-64.754,17.695
8720228,-81.446,30.379
9076033,-84.302,46.486
8557380,-75.119,38.783
8635750,-76.465,37.995
9075080,-84.721,45.777
8736163,-88.086,30.527
9014090,-82.419,42.975
8736897,-88.058,30.649
9099018,-87.379,46.546
8726667,-82.425,27.914
9413450,-121.889,36.605
9759110,-67.046,17.97
8770613,-94.985,29.682
9759394,-67.159,18.218
8519532,-74.162,40.641
9759938,-67.939,18.09
9087088,-87.59,45.096
8639348,-76.302,36.778
1612480,-157.79,21.433
8775870,-97.217,27.581
8540433,-75.415,39.809
9063079,-82.731,41.544
8661070,-78.916,33.656
8726412,-82.594,27.661
8510560,-71.959,41.048
9413450,-121.889,36.605
8720218,-81.428,30.398
9415102,-122.125,38.035
8548989,-74.752,40.137
8635027,-77.037,38.32
9443090,-124.614,48.367
8720215,-81.627,30.4
9063012,-79.014,43.077
9455760,-151.399,60.683
8461490,-72.09,41.361
9468756,-165.43,64.5
8725110,-81.807,26.132
1770000,-170.688,-14.28
9411340,-119.692,34.405
8449130 ,-70.096,41.285
8761927,-90.113,30.027
8465705,-72.908,41.283
8452660,-71.326,41.504
1611400,-159.353,21.954
8311030,-75.494,44.702
8737048,-88.04,30.705
9414797,-122.341,37.804
8570283,-75.091,38.328
9410660,-118.273,33.72
9414776,-122.333,37.811
9462450,-168.87,52.94
9414769,-122.33,37.801
1612340,-157.865,21.303
8726607,-82.553,27.858
8652587,-75.548,35.796
9052030,-76.511,43.464
9455500,-151.72,59.44
8729108,-85.667,30.152
8729210,-85.88,30.213
8729840,-87.211,30.404
9415144,-122.039,38.056
9410670,-118.215,33.747
1631428,144.796,13.428
8545240,-75.142,39.933
8760721,-89.259,29.179
9451054,-134.647,56.247
8726384,-82.562,27.638
9463502,-160.562,55.99
9087096,-85.869,45.968
8741533,-88.563,30.368
9431647,-124.498,42.739
8578240,-76.533,38.134
9414847,-122.365,37.906
9497645,-148.527,70.4
9410665,-118.186,33.733
8452314,-71.304,41.605
9415020,-122.977,37.996
9415115,-121.887,38.04
8410140,-66.983,44.905
9412110,-120.754,35.169
8760922,-89.407,28.932
9063028,-79.048,42.691
9444090,-123.441,48.125
8741003,-88.505,30.213
8452951,-71.34,41.638
9099004,-84.631,46.485
8779770,-97.215,26.061
8737005,-88.031,30.671
9444900,-122.76,48.111
9414311,-122.393,37.798
9414296,-122.397,37.803
8454049,-71.407,41.586
8741094,-88.511,30.343
9076024,-84.191,46.264
9414863,-122.41,37.923
8774770,-97.048,28.024
9052058,-77.626,43.269
8720625,-81.55,29.8,
9491094,-164.067,67.575
8551910,-75.572,39.558
8530973,-74.065,40.657
8632837,-76.014,37.538
9414523,-122.212,37.507
8726520,-82.627,27.761
9435380,-124.045,44.625
8770570,-93.87,29.728
9410170,-117.174,32.714
8531680,-74.009,40.467
8761305,-89.673,29.868
9755371,-66.116,18.459
8537121,-75.377,39.305
9452400,-135.327,59.45
8577330,-76.452,38.321
9459450,-160.502,55.336
1619910,-177.361,28.215
9455090,-149.427,60.12
9076070,-84.372,46.501
8638610,-76.329,36.943
8573364,-76.244,39.213
9446482,-122.418,47.276
9446484,-122.413,47.267
8764044,-91.237,29.668
9063085,-83.473,41.694
9437540,-123.919,45.555
9440910,-123.967,46.707
8726694,-82.432,27.928
8721604,-80.593,28.416
8726679,-82.426,27.929
8770822,-93.842,29.689
8741041,-88.505,30.348
9462620,-166.537,53.88
9415118,-122.121,38.038
8723214,-80.162,25.731
8723970,-81.107,24.711
9464212,-170.285,57.125
9454240,-146.361,61.125
8631044,-75.686,37.608
1890000,166.618,19.291
8594900,-77.021,38.873
8732828,-87.825,30.417
8638614,-76.315,36.977
8419317,-70.563,43.32
8658120,-77.954,34.228
9076027,-84.21,46.285
9441102,-124.105,46.904
8747437,-89.326,30.326
9453220,-139.733,59.548
8637611,-76.342,37.251
8637689,-76.479,37.227
8774230,-96.796,28.227
8776604,-97.405,27.297
8774513,-97.024,28.114
8771486,-94.896,29.302
8770808,-94.39,29.595
8771972,-95.122,29.076
8770733,-95.079,29.765
8770777,-95.266,29.726
8775244,-97.486,27.832
8775792,-97.237,27.634
8779748,-97.167,26.072
8773701,-96.396,28.446
8778490,-97.424,26.559
8770475,-93.931,29.867
8779280,-97.285,26.262
8770971,-94.513,29.515
8777812,-97.471,26.801
8775237,-97.072,27.84
8773037,-96.712,28.407
8775296,-97.389,27.815
8773259,-96.609,28.64
